,Dataline,Play,PlayerLinenumber,ActSceneLine,Player,PlayerLine
102902,102903,Twelfth Night,9.0,,PANDARUS,ACT I
102903,102904,Twelfth Night,9.0,,PANDARUS,SCENE I. DUKE ORSINO's palace.
102904,102905,Twelfth Night,9.0,,PANDARUS,"Enter DUKE ORSINO, CURIO, and other Lords, Musicians attending"
102905,102906,Twelfth Night,1.0,1.1.1,DUKE ORSINO,"If music be the food of love, play on,"
102906,102907,Twelfth Night,1.0,1.1.2,DUKE ORSINO,"Give me excess of it, that, surfeiting,"
102907,102908,Twelfth Night,1.0,1.1.3,DUKE ORSINO,"The appetite may sicken, and so die."
102908,102909,Twelfth Night,1.0,1.1.4,DUKE ORSINO,That strain again! it had a dying fall:
102909,102910,Twelfth Night,1.0,1.1.5,DUKE ORSINO,"O, it came o'er my ear like the sweet sound,"
102910,102911,Twelfth Night,1.0,1.1.6,DUKE ORSINO,"That breathes upon a bank of violets,"
102911,102912,Twelfth Night,1.0,1.1.7,DUKE ORSINO,"Stealing and giving odour! Enough, no more:"
102912,102913,Twelfth Night,1.0,1.1.8,DUKE ORSINO,'Tis not so sweet now as it was before.
102913,102914,Twelfth Night,1.0,1.1.9,DUKE ORSINO,"O spirit of love! how quick and fresh art thou,"
102914,102915,Twelfth Night,1.0,1.1.10,DUKE ORSINO,"That, notwithstanding thy capacity"
102915,102916,Twelfth Night,1.0,1.1.11,DUKE ORSINO,"Receiveth as the sea, nought enters there,"
102916,102917,Twelfth Night,1.0,1.1.12,DUKE ORSINO,"Of what validity and pitch soe'er,"
102917,102918,Twelfth Night,1.0,1.1.13,DUKE ORSINO,"But falls into abatement and low price,"
102918,102919,Twelfth Night,1.0,1.1.14,DUKE ORSINO,Even in a minute: so full of shapes is fancy
102919,102920,Twelfth Night,1.0,1.1.15,DUKE ORSINO,That it alone is high fantastical.
102920,102921,Twelfth Night,2.0,1.1.16,CURIO,"Will you go hunt, my lord?"
102921,102922,Twelfth Night,3.0,1.1.17,DUKE ORSINO,"What, Curio?"
102922,102923,Twelfth Night,4.0,1.1.18,CURIO,The hart.
102923,102924,Twelfth Night,5.0,1.1.19,DUKE ORSINO,"Why, so I do, the noblest that I have:"
102924,102925,Twelfth Night,5.0,1.1.20,DUKE ORSINO,"O, when mine eyes did see Olivia first,"
102925,102926,Twelfth Night,5.0,1.1.21,DUKE ORSINO,Methought she purged the air of pestilence!
102926,102927,Twelfth Night,5.0,1.1.22,DUKE ORSINO,"That instant was I turn'd into a hart,"
102927,102928,Twelfth Night,5.0,1.1.23,DUKE ORSINO,"And my desires, like fell and cruel hounds,"
102928,102929,Twelfth Night,5.0,1.1.24,DUKE ORSINO,E'er since pursue me.
102929,102930,Twelfth Night,5.0,,DUKE ORSINO,Enter VALENTINE
102930,102931,Twelfth Night,5.0,1.1.25,DUKE ORSINO,How now! what news from her?
102931,102932,Twelfth Night,6.0,1.1.26,VALENTINE,"So please my lord, I might not be admitted,"
102932,102933,Twelfth Night,6.0,1.1.27,VALENTINE,But from her handmaid do return this answer:
102933,102934,Twelfth Night,6.0,1.1.28,VALENTINE,"The element itself, till seven years' heat,"
102934,102935,Twelfth Night,6.0,1.1.29,VALENTINE,"Shall not behold her face at ample view,"
102935,102936,Twelfth Night,6.0,1.1.30,VALENTINE,"But, like a cloistress, she will veiled walk"
102936,102937,Twelfth Night,6.0,1.1.31,VALENTINE,And water once a day her chamber round
102937,102938,Twelfth Night,6.0,1.1.32,VALENTINE,With eye-offending brine: all this to season
102938,102939,Twelfth Night,6.0,1.1.33,VALENTINE,"A brother's dead love, which she would keep fresh"
102939,102940,Twelfth Night,6.0,1.1.34,VALENTINE,And lasting in her sad remembrance.
102940,102941,Twelfth Night,7.0,1.1.35,DUKE ORSINO,"O, she that hath a heart of that fine frame"
102941,102942,Twelfth Night,7.0,1.1.36,DUKE ORSINO,"To pay this debt of love but to a brother,"
102942,102943,Twelfth Night,7.0,1.1.37,DUKE ORSINO,"How will she love, when the rich golden shaft"
102943,102944,Twelfth Night,7.0,1.1.38,DUKE ORSINO,Hath kill'd the flock of all affections else
102944,102945,Twelfth Night,7.0,1.1.39,DUKE ORSINO,"That live in her, when liver, brain and heart,"
102945,102946,Twelfth Night,7.0,1.1.40,DUKE ORSINO,"These sovereign thrones, are all supplied, and fill'd"
102946,102947,Twelfth Night,7.0,1.1.41,DUKE ORSINO,Her sweet perfections with one self king!
102947,102948,Twelfth Night,7.0,1.1.42,DUKE ORSINO,Away before me to sweet beds of flowers:
102948,102949,Twelfth Night,7.0,1.1.43,DUKE ORSINO,Love-thoughts lie rich when canopied with bowers.
102949,102950,Twelfth Night,7.0,,DUKE ORSINO,Exeunt
102950,102951,Twelfth Night,7.0,,DUKE ORSINO,SCENE II. The sea-coast.
102951,102952,Twelfth Night,7.0,,DUKE ORSINO,"Enter VIOLA, a Captain, and Sailors"
102952,102953,Twelfth Night,1.0,1.2.1,VIOLA,"What country, friends, is this?"
102953,102954,Twelfth Night,2.0,1.2.2,Captain,"This is Illyria, lady."
102954,102955,Twelfth Night,3.0,1.2.3,VIOLA,And what should I do in Illyria?
102955,102956,Twelfth Night,3.0,1.2.4,VIOLA,My brother he is in Elysium.
102956,102957,Twelfth Night,3.0,1.2.5,VIOLA,"Perchance he is not drown'd: what think you, sailors?"
102957,102958,Twelfth Night,4.0,1.2.6,Captain,It is perchance that you yourself were saved.
102958,102959,Twelfth Night,5.0,1.2.7,VIOLA,O my poor brother! and so perchance may he be.
102959,102960,Twelfth Night,6.0,1.2.8,Captain,"True, madam: and, to comfort you with chance,"
102960,102961,Twelfth Night,6.0,1.2.9,Captain,"Assure yourself, after our ship did split,"
102961,102962,Twelfth Night,6.0,1.2.10,Captain,When you and those poor number saved with you
102962,102963,Twelfth Night,6.0,1.2.11,Captain,"Hung on our driving boat, I saw your brother,"
102963,102964,Twelfth Night,6.0,1.2.12,Captain,"Most provident in peril, bind himself,"
102964,102965,Twelfth Night,6.0,1.2.13,Captain,"Courage and hope both teaching him the practise,"
102965,102966,Twelfth Night,6.0,1.2.14,Captain,"To a strong mast that lived upon the sea,"
102966,102967,Twelfth Night,6.0,1.2.15,Captain,"Where, like Arion on the dolphin's back,"
102967,102968,Twelfth Night,6.0,1.2.16,Captain,I saw him hold acquaintance with the waves
102968,102969,Twelfth Night,6.0,1.2.17,Captain,So long as I could see.
102969,102970,Twelfth Night,7.0,1.2.18,VIOLA,"For saying so, there's gold:"
102970,102971,Twelfth Night,7.0,1.2.19,VIOLA,"Mine own escape unfoldeth to my hope,"
102971,102972,Twelfth Night,7.0,1.2.20,VIOLA,"Whereto thy speech serves for authority,"
102972,102973,Twelfth Night,7.0,1.2.21,VIOLA,The like of him. Know'st thou this country?
102973,102974,Twelfth Night,8.0,1.2.22,Captain,"Ay, madam, well, for I was bred and born"
102974,102975,Twelfth Night,8.0,1.2.23,Captain,Not three hours' travel from this very place.
102975,102976,Twelfth Night,9.0,1.2.24,VIOLA,Who governs here?
102976,102977,Twelfth Night,10.0,1.2.25,Captain,"A noble duke, in nature as in name."
102977,102978,Twelfth Night,11.0,1.2.26,VIOLA,What is the name?
102978,102979,Twelfth Night,12.0,1.2.27,Captain,Orsino.
102979,102980,Twelfth Night,13.0,1.2.28,VIOLA,Orsino! I have heard my father name him:
102980,102981,Twelfth Night,13.0,1.2.29,VIOLA,He was a bachelor then.
102981,102982,Twelfth Night,14.0,1.2.30,Captain,"And so is now, or was so very late,"
102982,102983,Twelfth Night,14.0,1.2.31,Captain,"For but a month ago I went from hence,"
102983,102984,Twelfth Night,14.0,1.2.32,Captain,"And then 'twas fresh in murmur,--as, you know,"
102984,102985,Twelfth Night,14.0,1.2.33,Captain,"What great ones do the less will prattle of,--"
102985,102986,Twelfth Night,14.0,1.2.34,Captain,That he did seek the love of fair Olivia.
102986,102987,Twelfth Night,15.0,1.2.35,VIOLA,What's she?
102987,102988,Twelfth Night,16.0,1.2.36,Captain,"A virtuous maid, the daughter of a count"
102988,102989,Twelfth Night,16.0,1.2.37,Captain,"That died some twelvemonth since, then leaving her"
102989,102990,Twelfth Night,16.0,1.2.38,Captain,"In the protection of his son, her brother,"
102990,102991,Twelfth Night,16.0,1.2.39,Captain,"Who shortly also died: for whose dear love,"
102991,102992,Twelfth Night,16.0,1.2.40,Captain,"They say, she hath abjured the company"
102992,102993,Twelfth Night,16.0,1.2.41,Captain,And sight of men.
102993,102994,Twelfth Night,17.0,1.2.42,VIOLA,O that I served that lady
102994,102995,Twelfth Night,17.0,1.2.43,VIOLA,"And might not be delivered to the world,"
102995,102996,Twelfth Night,17.0,1.2.44,VIOLA,"Till I had made mine own occasion mellow,"
102996,102997,Twelfth Night,17.0,1.2.45,VIOLA,What my estate is!
102997,102998,Twelfth Night,18.0,1.2.46,Captain,"That were hard to compass,"
102998,102999,Twelfth Night,18.0,1.2.47,Captain,"Because she will admit no kind of suit,"
102999,103000,Twelfth Night,18.0,1.2.48,Captain,"No, not the duke's."
103000,103001,Twelfth Night,19.0,1.2.49,VIOLA,"There is a fair behavior in thee, captain,"
103001,103002,Twelfth Night,19.0,1.2.50,VIOLA,And though that nature with a beauteous wall
103002,103003,Twelfth Night,19.0,1.2.51,VIOLA,"Doth oft close in pollution, yet of thee"
103003,103004,Twelfth Night,19.0,1.2.52,VIOLA,I will believe thou hast a mind that suits
103004,103005,Twelfth Night,19.0,1.2.53,VIOLA,With this thy fair and outward character.
103005,103006,Twelfth Night,19.0,1.2.54,VIOLA,"I prithee, and I'll pay thee bounteously,"
103006,103007,Twelfth Night,19.0,1.2.55,VIOLA,"Conceal me what I am, and be my aid"
103007,103008,Twelfth Night,19.0,1.2.56,VIOLA,For such disguise as haply shall become
103008,103009,Twelfth Night,19.0,1.2.57,VIOLA,The form of my intent. I'll serve this duke:
103009,103010,Twelfth Night,19.0,1.2.58,VIOLA,Thou shall present me as an eunuch to him:
103010,103011,Twelfth Night,19.0,1.2.59,VIOLA,"It may be worth thy pains, for I can sing"
103011,103012,Twelfth Night,19.0,1.2.60,VIOLA,And speak to him in many sorts of music
103012,103013,Twelfth Night,19.0,1.2.61,VIOLA,That will allow me very worth his service.
103013,103014,Twelfth Night,19.0,1.2.62,VIOLA,"What else may hap to time I will commit,"
103014,103015,Twelfth Night,19.0,1.2.63,VIOLA,Only shape thou thy silence to my wit.
103015,103016,Twelfth Night,20.0,1.2.64,Captain,"Be you his eunuch, and your mute I'll be:"
103016,103017,Twelfth Night,20.0,1.2.65,Captain,"When my tongue blabs, then let mine eyes not see."
103017,103018,Twelfth Night,21.0,1.2.66,VIOLA,I thank thee: lead me on.
103018,103019,Twelfth Night,21.0,,VIOLA,Exeunt
103019,103020,Twelfth Night,21.0,,VIOLA,SCENE III. OLIVIA'S house.
103020,103021,Twelfth Night,21.0,,VIOLA,Enter SIR TOBY BELCH and MARIA
103021,103022,Twelfth Night,1.0,1.3.1,SIR TOBY BELCH,"What a plague means my niece, to take the death of"
103022,103023,Twelfth Night,1.0,1.3.2,SIR TOBY BELCH,her brother thus? I am sure care's an enemy to life.
103023,103024,Twelfth Night,2.0,1.3.3,MARIA,"By my troth, Sir Toby, you must come in earlier o'"
103024,103025,Twelfth Night,2.0,1.3.4,MARIA,"nights: your cousin, my lady, takes great"
103025,103026,Twelfth Night,2.0,1.3.5,MARIA,exceptions to your ill hours.
103026,103027,Twelfth Night,3.0,1.3.6,SIR TOBY BELCH,"Why, let her except, before excepted."
103027,103028,Twelfth Night,4.0,1.3.7,MARIA,"Ay, but you must confine yourself within the modest"
103028,103029,Twelfth Night,4.0,1.3.8,MARIA,limits of order.
103029,103030,Twelfth Night,5.0,1.3.9,SIR TOBY BELCH,Confine! I'll confine myself no finer than I am:
103030,103031,Twelfth Night,5.0,1.3.10,SIR TOBY BELCH,"these clothes are good enough to drink in, and so be"
103031,103032,Twelfth Night,5.0,1.3.11,SIR TOBY BELCH,"these boots too: an they be not, let them hang"
103032,103033,Twelfth Night,5.0,1.3.12,SIR TOBY BELCH,themselves in their own straps.
103033,103034,Twelfth Night,6.0,1.3.13,MARIA,That quaffing and drinking will undo you: I heard
103034,103035,Twelfth Night,6.0,1.3.14,MARIA,"my lady talk of it yesterday, and of a foolish"
103035,103036,Twelfth Night,6.0,1.3.15,MARIA,knight that you brought in one night here to be her wooer.
103036,103037,Twelfth Night,7.0,1.3.16,SIR TOBY BELCH,"Who, Sir Andrew Aguecheek?"
103037,103038,Twelfth Night,8.0,1.3.17,MARIA,"Ay, he."
103038,103039,Twelfth Night,9.0,1.3.18,SIR TOBY BELCH,He's as tall a man as any's in Illyria.
103039,103040,Twelfth Night,10.0,1.3.19,MARIA,What's that to the purpose?
103040,103041,Twelfth Night,11.0,1.3.20,SIR TOBY BELCH,"Why, he has three thousand ducats a year."
103041,103042,Twelfth Night,12.0,1.3.21,MARIA,"Ay, but he'll have but a year in all these ducats:"
103042,103043,Twelfth Night,12.0,1.3.22,MARIA,he's a very fool and a prodigal.
103043,103044,Twelfth Night,13.0,1.3.23,SIR TOBY BELCH,"Fie, that you'll say so! he plays o' the"
103044,103045,Twelfth Night,13.0,1.3.24,SIR TOBY BELCH,"viol-de-gamboys, and speaks three or four languages"
103045,103046,Twelfth Night,13.0,1.3.25,SIR TOBY BELCH,"word for word without book, and hath all the good"
103046,103047,Twelfth Night,13.0,1.3.26,SIR TOBY BELCH,gifts of nature.
103047,103048,Twelfth Night,14.0,1.3.27,MARIA,"He hath indeed, almost natural: for besides that"
103048,103049,Twelfth Night,14.0,1.3.28,MARIA,"he's a fool, he's a great quarreller: and but that"
103049,103050,Twelfth Night,14.0,1.3.29,MARIA,he hath the gift of a coward to allay the gust he
103050,103051,Twelfth Night,14.0,1.3.30,MARIA,"hath in quarrelling, 'tis thought among the prudent"
103051,103052,Twelfth Night,14.0,1.3.31,MARIA,he would quickly have the gift of a grave.
103052,103053,Twelfth Night,15.0,1.3.32,SIR TOBY BELCH,"By this hand, they are scoundrels and subtractors"
103053,103054,Twelfth Night,15.0,1.3.33,SIR TOBY BELCH,that say so of him. Who are they?
103054,103055,Twelfth Night,16.0,1.3.34,MARIA,"They that add, moreover, he's drunk nightly in your company."
103055,103056,Twelfth Night,17.0,1.3.35,SIR TOBY BELCH,With drinking healths to my niece: I'll drink to
103056,103057,Twelfth Night,17.0,1.3.36,SIR TOBY BELCH,her as long as there is a passage in my throat and
103057,103058,Twelfth Night,17.0,1.3.37,SIR TOBY BELCH,drink in Illyria: he's a coward and a coystrill
103058,103059,Twelfth Night,17.0,1.3.38,SIR TOBY BELCH,that will not drink to my niece till his brains turn
103059,103060,Twelfth Night,17.0,1.3.39,SIR TOBY BELCH,"o' the toe like a parish-top. What, wench!"
103060,103061,Twelfth Night,17.0,1.3.40,SIR TOBY BELCH,Castiliano vulgo! for here comes Sir Andrew Agueface.
103061,103062,Twelfth Night,17.0,,SIR TOBY BELCH,Enter SIR ANDREW
103062,103063,Twelfth Night,18.0,1.3.41,SIR ANDREW,"Sir Toby Belch! how now, Sir Toby Belch!"
103063,103064,Twelfth Night,19.0,1.3.42,SIR TOBY BELCH,Sweet Sir Andrew!
103064,103065,Twelfth Night,20.0,1.3.43,SIR ANDREW,"Bless you, fair shrew."
103065,103066,Twelfth Night,21.0,1.3.44,MARIA,"And you too, sir."
103066,103067,Twelfth Night,22.0,1.3.45,SIR TOBY BELCH,"Accost, Sir Andrew, accost."
103067,103068,Twelfth Night,23.0,1.3.46,SIR ANDREW,What's that?
103068,103069,Twelfth Night,24.0,1.3.47,SIR TOBY BELCH,My niece's chambermaid.
103069,103070,Twelfth Night,25.0,1.3.48,SIR ANDREW,"Good Mistress Accost, I desire better acquaintance."
103070,103071,Twelfth Night,26.0,1.3.49,MARIA,"My name is Mary, sir."
103071,103072,Twelfth Night,27.0,1.3.50,SIR ANDREW,"Good Mistress Mary Accost,--"
103072,103073,Twelfth Night,28.0,1.3.51,SIR TOBY BELCH,"You mistake, knight, 'accost' is front her, board"
103073,103074,Twelfth Night,28.0,1.3.52,SIR TOBY BELCH,"her, woo her, assail her."
103074,103075,Twelfth Night,29.0,1.3.53,SIR ANDREW,"By my troth, I would not undertake her in this"
103075,103076,Twelfth Night,29.0,1.3.54,SIR ANDREW,company. Is that the meaning of 'accost'?
103076,103077,Twelfth Night,30.0,1.3.55,MARIA,"Fare you well, gentlemen."
103077,103078,Twelfth Night,31.0,1.3.56,SIR TOBY BELCH,"An thou let part so, Sir Andrew, would thou mightst"
103078,103079,Twelfth Night,31.0,1.3.57,SIR TOBY BELCH,never draw sword again.
103079,103080,Twelfth Night,32.0,1.3.58,SIR ANDREW,"An you part so, mistress, I would I might never"
103080,103081,Twelfth Night,32.0,1.3.59,SIR ANDREW,"draw sword again. Fair lady, do you think you have"
103081,103082,Twelfth Night,32.0,1.3.60,SIR ANDREW,fools in hand?
103082,103083,Twelfth Night,33.0,1.3.61,MARIA,"Sir, I have not you by the hand."
103083,103084,Twelfth Night,34.0,1.3.62,SIR ANDREW,"Marry, but you shall have, and here's my hand."
103084,103085,Twelfth Night,35.0,1.3.63,MARIA,"Now, sir, 'thought is free:' I pray you, bring"
103085,103086,Twelfth Night,35.0,1.3.64,MARIA,your hand to the buttery-bar and let it drink.
103086,103087,Twelfth Night,36.0,1.3.65,SIR ANDREW,"Wherefore, sweet-heart? what's your metaphor?"
103087,103088,Twelfth Night,37.0,1.3.66,MARIA,"It's dry, sir."
103088,103089,Twelfth Night,38.0,1.3.67,SIR ANDREW,"Why, I think so: I am not such an ass but I can"
103089,103090,Twelfth Night,38.0,1.3.68,SIR ANDREW,keep my hand dry. But what's your jest?
103090,103091,Twelfth Night,39.0,1.3.69,MARIA,"A dry jest, sir."
103091,103092,Twelfth Night,40.0,1.3.70,SIR ANDREW,Are you full of them?
103092,103093,Twelfth Night,41.0,1.3.71,MARIA,"Ay, sir, I have them at my fingers' ends: marry,"
103093,103094,Twelfth Night,41.0,1.3.72,MARIA,"now I let go your hand, I am barren."
103094,103095,Twelfth Night,41.0,,MARIA,Exit
103095,103096,Twelfth Night,42.0,1.3.73,SIR TOBY BELCH,O knight thou lackest a cup of canary: when did I
103096,103097,Twelfth Night,42.0,1.3.74,SIR TOBY BELCH,see thee so put down?
103097,103098,Twelfth Night,43.0,1.3.75,SIR ANDREW,"Never in your life, I think, unless you see canary"
103098,103099,Twelfth Night,43.0,1.3.76,SIR ANDREW,put me down. Methinks sometimes I have no more wit
103099,103100,Twelfth Night,43.0,1.3.77,SIR ANDREW,than a Christian or an ordinary man has: but I am a
103100,103101,Twelfth Night,43.0,1.3.78,SIR ANDREW,great eater of beef and I believe that does harm to my wit.
103101,103102,Twelfth Night,44.0,1.3.79,SIR TOBY BELCH,No question.
103102,103103,Twelfth Night,45.0,1.3.80,SIR ANDREW,"An I thought that, I'ld forswear it. I'll ride home"
103103,103104,Twelfth Night,45.0,1.3.81,SIR ANDREW,"to-morrow, Sir Toby."
103104,103105,Twelfth Night,46.0,1.3.82,SIR TOBY BELCH,"Pourquoi, my dear knight?"
103105,103106,Twelfth Night,47.0,1.3.83,SIR ANDREW,What is 'Pourquoi'? do or not do? I would I had
103106,103107,Twelfth Night,47.0,1.3.84,SIR ANDREW,bestowed that time in the tongues that I have in
103107,103108,Twelfth Night,47.0,1.3.85,SIR ANDREW,"fencing, dancing and bear-baiting: O, had I but"
103108,103109,Twelfth Night,47.0,1.3.86,SIR ANDREW,followed the arts!
103109,103110,Twelfth Night,48.0,1.3.87,SIR TOBY BELCH,Then hadst thou had an excellent head of hair.
103110,103111,Twelfth Night,49.0,1.3.88,SIR ANDREW,"Why, would that have mended my hair?"
103111,103112,Twelfth Night,50.0,1.3.89,SIR TOBY BELCH,"Past question, for thou seest it will not curl by nature."
103112,103113,Twelfth Night,51.0,1.3.90,SIR ANDREW,"But it becomes me well enough, does't not?"
103113,103114,Twelfth Night,52.0,1.3.91,SIR TOBY BELCH,"Excellent, it hangs like flax on a distaff, and I"
103114,103115,Twelfth Night,52.0,1.3.92,SIR TOBY BELCH,hope to see a housewife take thee between her legs
103115,103116,Twelfth Night,52.0,1.3.93,SIR TOBY BELCH,and spin it off.
103116,103117,Twelfth Night,53.0,1.3.94,SIR ANDREW,"Faith, I'll home to-morrow, Sir Toby: your niece"
103117,103118,Twelfth Night,53.0,1.3.95,SIR ANDREW,"will not be seen, or if she be, it's four to one"
103118,103119,Twelfth Night,53.0,1.3.96,SIR ANDREW,she'll none of me: the count himself here hard by woos her.
103119,103120,Twelfth Night,54.0,1.3.97,SIR TOBY BELCH,She'll none o' the count: she'll not match above
103120,103121,Twelfth Night,54.0,1.3.98,SIR TOBY BELCH,"her degree, neither in estate, years, nor wit, I"
103121,103122,Twelfth Night,54.0,1.3.99,SIR TOBY BELCH,"have heard her swear't. Tut, there's life in't,"
103122,103123,Twelfth Night,54.0,1.3.100,SIR TOBY BELCH,man.
103123,103124,Twelfth Night,55.0,1.3.101,SIR ANDREW,I'll stay a month longer. I am a fellow o' the
103124,103125,Twelfth Night,55.0,1.3.102,SIR ANDREW,"strangest mind i' the world, I delight in masques"
103125,103126,Twelfth Night,55.0,1.3.103,SIR ANDREW,and revels sometimes altogether.
103126,103127,Twelfth Night,56.0,1.3.104,SIR TOBY BELCH,"Art thou good at these kickshawses, knight?"
103127,103128,Twelfth Night,57.0,1.3.105,SIR ANDREW,"As any man in Illyria, whatsoever he be, under the"
103128,103129,Twelfth Night,57.0,1.3.106,SIR ANDREW,"degree of my betters, and yet I will not compare"
103129,103130,Twelfth Night,57.0,1.3.107,SIR ANDREW,with an old man.
103130,103131,Twelfth Night,58.0,1.3.108,SIR TOBY BELCH,"What is thy excellence in a galliard, knight?"
103131,103132,Twelfth Night,59.0,1.3.109,SIR ANDREW,"Faith, I can cut a caper."
103132,103133,Twelfth Night,60.0,1.3.110,SIR TOBY BELCH,And I can cut the mutton to't.
103133,103134,Twelfth Night,61.0,1.3.111,SIR ANDREW,And I think I have the back-trick simply as strong
103134,103135,Twelfth Night,61.0,1.3.112,SIR ANDREW,as any man in Illyria.
103135,103136,Twelfth Night,62.0,1.3.113,SIR TOBY BELCH,Wherefore are these things hid? wherefore have
103136,103137,Twelfth Night,62.0,1.3.114,SIR TOBY BELCH,these gifts a curtain before 'em? are they like to
103137,103138,Twelfth Night,62.0,1.3.115,SIR TOBY BELCH,"take dust, like Mistress Mall's picture? why dost"
103138,103139,Twelfth Night,62.0,1.3.116,SIR TOBY BELCH,thou not go to church in a galliard and come home in
103139,103140,Twelfth Night,62.0,1.3.117,SIR TOBY BELCH,"a coranto? My very walk should be a jig, I would not"
103140,103141,Twelfth Night,62.0,1.3.118,SIR TOBY BELCH,so much as make water but in a sink-a-pace. What
103141,103142,Twelfth Night,62.0,1.3.119,SIR TOBY BELCH,dost thou mean? Is it a world to hide virtues in?
103142,103143,Twelfth Night,62.0,1.3.120,SIR TOBY BELCH,"I did think, by the excellent constitution of thy"
103143,103144,Twelfth Night,62.0,1.3.121,SIR TOBY BELCH,"leg, it was formed under the star of a galliard."
103144,103145,Twelfth Night,63.0,1.3.122,SIR ANDREW,"Ay, 'tis strong, and it does indifferent well in a"
103145,103146,Twelfth Night,63.0,1.3.123,SIR ANDREW,flame-coloured stock. Shall we set about some revels?
103146,103147,Twelfth Night,64.0,1.3.124,SIR TOBY BELCH,What shall we do else? were we not born under Taurus?
103147,103148,Twelfth Night,65.0,1.3.125,SIR ANDREW,Taurus! That's sides and heart.
103148,103149,Twelfth Night,66.0,1.3.126,SIR TOBY BELCH,"No, sir, it is legs and thighs. Let me see the"
103149,103150,Twelfth Night,66.0,1.3.127,SIR TOBY BELCH,"caper, ha! higher: ha, ha! excellent!"
103150,103151,Twelfth Night,66.0,,SIR TOBY BELCH,Exeunt
103151,103152,Twelfth Night,66.0,,SIR TOBY BELCH,SCENE IV. DUKE ORSINO's palace.
103152,103153,Twelfth Night,66.0,,SIR TOBY BELCH,Enter VALENTINE and VIOLA in man's attire
103153,103154,Twelfth Night,1.0,1.4.1,VALENTINE,"If the duke continue these favours towards you,"
103154,103155,Twelfth Night,1.0,1.4.2,VALENTINE,"Cesario, you are like to be much advanced: he hath"
103155,103156,Twelfth Night,1.0,1.4.3,VALENTINE,"known you but three days, and already you are no stranger."
103156,103157,Twelfth Night,2.0,1.4.4,VIOLA,"You either fear his humour or my negligence, that"
103157,103158,Twelfth Night,2.0,1.4.5,VIOLA,you call in question the continuance of his love:
103158,103159,Twelfth Night,2.0,1.4.6,VIOLA,"is he inconstant, sir, in his favours?"
103159,103160,Twelfth Night,3.0,1.4.7,VALENTINE,"No, believe me."
103160,103161,Twelfth Night,4.0,1.4.8,VIOLA,I thank you. Here comes the count.
103161,103162,Twelfth Night,4.0,,VIOLA,"Enter DUKE ORSINO, CURIO, and Attendants"
103162,103163,Twelfth Night,5.0,1.4.9,DUKE ORSINO,"Who saw Cesario, ho?"
103163,103164,Twelfth Night,6.0,1.4.10,VIOLA,"On your attendance, my lord, here."
103164,103165,Twelfth Night,7.0,1.4.11,DUKE ORSINO,"Stand you a while aloof, Cesario,"
103165,103166,Twelfth Night,7.0,1.4.12,DUKE ORSINO,"Thou know'st no less but all, I have unclasp'd"
103166,103167,Twelfth Night,7.0,1.4.13,DUKE ORSINO,To thee the book even of my secret soul:
103167,103168,Twelfth Night,7.0,1.4.14,DUKE ORSINO,"Therefore, good youth, address thy gait unto her,"
103168,103169,Twelfth Night,7.0,1.4.15,DUKE ORSINO,"Be not denied access, stand at her doors,"
103169,103170,Twelfth Night,7.0,1.4.16,DUKE ORSINO,"And tell them, there thy fixed foot shall grow"
103170,103171,Twelfth Night,7.0,1.4.17,DUKE ORSINO,Till thou have audience.
103171,103172,Twelfth Night,8.0,1.4.18,VIOLA,"Sure, my noble lord,"
103172,103173,Twelfth Night,8.0,1.4.19,VIOLA,If she be so abandon'd to her sorrow
103173,103174,Twelfth Night,8.0,1.4.20,VIOLA,"As it is spoke, she never will admit me."
103174,103175,Twelfth Night,9.0,1.4.21,DUKE ORSINO,Be clamorous and leap all civil bounds
103175,103176,Twelfth Night,9.0,1.4.22,DUKE ORSINO,Rather than make unprofited return.
103176,103177,Twelfth Night,10.0,1.4.23,VIOLA,"Say I do speak with her, my lord, what then?"
103177,103178,Twelfth Night,11.0,1.4.24,DUKE ORSINO,"O, then unfold the passion of my love,"
103178,103179,Twelfth Night,11.0,1.4.25,DUKE ORSINO,Surprise her with discourse of my dear faith:
103179,103180,Twelfth Night,11.0,1.4.26,DUKE ORSINO,"It shall become thee well to act my woes,"
103180,103181,Twelfth Night,11.0,1.4.27,DUKE ORSINO,She will attend it better in thy youth
103181,103182,Twelfth Night,11.0,1.4.28,DUKE ORSINO,Than in a nuncio's of more grave aspect.
103182,103183,Twelfth Night,12.0,1.4.29,VIOLA,"I think not so, my lord."
103183,103184,Twelfth Night,13.0,1.4.30,DUKE ORSINO,"Dear lad, believe it,"
103184,103185,Twelfth Night,13.0,1.4.31,DUKE ORSINO,"For they shall yet belie thy happy years,"
103185,103186,Twelfth Night,13.0,1.4.32,DUKE ORSINO,That say thou art a man: Diana's lip
103186,103187,Twelfth Night,13.0,1.4.33,DUKE ORSINO,"Is not more smooth and rubious, thy small pipe"
103187,103188,Twelfth Night,13.0,1.4.34,DUKE ORSINO,"Is as the maiden's organ, shrill and sound,"
103188,103189,Twelfth Night,13.0,1.4.35,DUKE ORSINO,And all is semblative a woman's part.
103189,103190,Twelfth Night,13.0,1.4.36,DUKE ORSINO,I know thy constellation is right apt
103190,103191,Twelfth Night,13.0,1.4.37,DUKE ORSINO,"For this affair. Some four or five attend him,"
103191,103192,Twelfth Night,13.0,1.4.38,DUKE ORSINO,"All, if you will, for I myself am best"
