,Dataline,Play,PlayerLinenumber,ActSceneLine,Player,PlayerLine
104836,104837,Twelfth Night,140.0,3.4.349,ANTONIO,"Most venerable worth, did I devotion."
104837,104838,Twelfth Night,141.0,3.4.350,First Officer,What's that to us? The time goes by: away!
104838,104839,Twelfth Night,142.0,3.4.351,ANTONIO,But O how vile an idol proves this god
104839,104840,Twelfth Night,142.0,3.4.352,ANTONIO,"Thou hast, Sebastian, done good feature shame."
104840,104841,Twelfth Night,142.0,3.4.353,ANTONIO,"In nature there's no blemish but the mind,"
104841,104842,Twelfth Night,142.0,3.4.354,ANTONIO,None can be call'd deform'd but the unkind:
104842,104843,Twelfth Night,142.0,3.4.355,ANTONIO,"Virtue is beauty, but the beauteous evil"
104843,104844,Twelfth Night,142.0,3.4.356,ANTONIO,Are empty trunks o'erflourish'd by the devil.
104844,104845,Twelfth Night,143.0,3.4.357,First Officer,"The man grows mad: away with him! Come, come, sir."
104845,104846,Twelfth Night,144.0,3.4.358,ANTONIO,Lead me on.
104846,104847,Twelfth Night,144.0,,ANTONIO,Exit with Officers
104847,104848,Twelfth Night,145.0,3.4.359,VIOLA,"Methinks his words do from such passion fly,"
104848,104849,Twelfth Night,145.0,3.4.360,VIOLA,That he believes himself: so do not I.
104849,104850,Twelfth Night,145.0,3.4.361,VIOLA,"Prove true, imagination, O, prove true,"
104850,104851,Twelfth Night,145.0,3.4.362,VIOLA,"That I, dear brother, be now ta'en for you!"
104851,104852,Twelfth Night,146.0,3.4.363,SIR TOBY BELCH,"Come hither, knight, come hither, Fabian: we'll"
104852,104853,Twelfth Night,146.0,3.4.364,SIR TOBY BELCH,whisper o'er a couplet or two of most sage saws.
104853,104854,Twelfth Night,147.0,3.4.365,VIOLA,He named Sebastian: I my brother know
104854,104855,Twelfth Night,147.0,3.4.366,VIOLA,"Yet living in my glass, even such and so"
104855,104856,Twelfth Night,147.0,3.4.367,VIOLA,"In favour was my brother, and he went"
104856,104857,Twelfth Night,147.0,3.4.368,VIOLA,"Still in this fashion, colour, ornament,"
104857,104858,Twelfth Night,147.0,3.4.369,VIOLA,"For him I imitate: O, if it prove,"
104858,104859,Twelfth Night,147.0,3.4.370,VIOLA,Tempests are kind and salt waves fresh in love.
104859,104860,Twelfth Night,147.0,,VIOLA,Exit
104860,104861,Twelfth Night,148.0,3.4.371,SIR TOBY BELCH,"A very dishonest paltry boy, and more a coward than"
104861,104862,Twelfth Night,148.0,3.4.372,SIR TOBY BELCH,a hare: his dishonesty appears in leaving his
104862,104863,Twelfth Night,148.0,3.4.373,SIR TOBY BELCH,"friend here in necessity and denying him, and for"
104863,104864,Twelfth Night,148.0,3.4.374,SIR TOBY BELCH,"his cowardship, ask Fabian."
104864,104865,Twelfth Night,149.0,3.4.375,FABIAN,"A coward, a most devout coward, religious in it."
104865,104866,Twelfth Night,150.0,3.4.376,SIR ANDREW,"'Slid, I'll after him again and beat him."
104866,104867,Twelfth Night,151.0,3.4.377,SIR TOBY BELCH,"Do, cuff him soundly, but never draw thy sword."
104867,104868,Twelfth Night,152.0,3.4.378,SIR ANDREW,"An I do not,--"
104868,104869,Twelfth Night,153.0,3.4.379,FABIAN,"Come, let's see the event."
104869,104870,Twelfth Night,154.0,3.4.380,SIR TOBY BELCH,I dare lay any money 'twill be nothing yet.
104870,104871,Twelfth Night,154.0,,SIR TOBY BELCH,Exeunt
104871,104872,Twelfth Night,154.0,,SIR TOBY BELCH,ACT IV
104872,104873,Twelfth Night,154.0,,SIR TOBY BELCH,SCENE I. Before OLIVIA's house.
104873,104874,Twelfth Night,154.0,,SIR TOBY BELCH,Enter SEBASTIAN and Clown
104874,104875,Twelfth Night,1.0,4.1.1,Clown,Will you make me believe that I am not sent for you?
104875,104876,Twelfth Night,2.0,4.1.2,SEBASTIAN,"Go to, go to, thou art a foolish fellow:"
104876,104877,Twelfth Night,2.0,4.1.3,SEBASTIAN,Let me be clear of thee.
104877,104878,Twelfth Night,3.0,4.1.4,Clown,"Well held out, i' faith! No, I do not know you, nor"
104878,104879,Twelfth Night,3.0,4.1.5,Clown,"I am not sent to you by my lady, to bid you come"
104879,104880,Twelfth Night,3.0,4.1.6,Clown,"speak with her, nor your name is not Master Cesario,"
104880,104881,Twelfth Night,3.0,4.1.7,Clown,nor this is not my nose neither. Nothing that is so is so.
104881,104882,Twelfth Night,4.0,4.1.8,SEBASTIAN,"I prithee, vent thy folly somewhere else: Thou"
104882,104883,Twelfth Night,4.0,4.1.9,SEBASTIAN,know'st not me.
104883,104884,Twelfth Night,5.0,4.1.10,Clown,Vent my folly! he has heard that word of some
104884,104885,Twelfth Night,5.0,4.1.11,Clown,great man and now applies it to a fool. Vent my
104885,104886,Twelfth Night,5.0,4.1.12,Clown,"folly! I am afraid this great lubber, the world,"
104886,104887,Twelfth Night,5.0,4.1.13,Clown,"will prove a cockney. I prithee now, ungird thy"
104887,104888,Twelfth Night,5.0,4.1.14,Clown,strangeness and tell me what I shall vent to my
104888,104889,Twelfth Night,5.0,4.1.15,Clown,lady: shall I vent to her that thou art coming?
104889,104890,Twelfth Night,6.0,4.1.16,SEBASTIAN,"I prithee, foolish Greek, depart from me: There's"
104890,104891,Twelfth Night,6.0,4.1.17,SEBASTIAN,"money for thee: if you tarry longer, I shall give"
104891,104892,Twelfth Night,6.0,4.1.18,SEBASTIAN,worse payment.
104892,104893,Twelfth Night,7.0,4.1.19,Clown,"By my troth, thou hast an open hand. These wise men"
104893,104894,Twelfth Night,7.0,4.1.20,Clown,that give fools money get themselves a good
104894,104895,Twelfth Night,7.0,4.1.21,Clown,report--after fourteen years' purchase.
104895,104896,Twelfth Night,7.0,,Clown,"Enter SIR ANDREW, SIR TOBY BELCH, and FABIAN"
104896,104897,Twelfth Night,8.0,4.1.22,SIR ANDREW,"Now, sir, have I met you again? there's for you."
104897,104898,Twelfth Night,9.0,4.1.23,SEBASTIAN,"Why, there's for thee, and there, and there. Are all"
104898,104899,Twelfth Night,9.0,4.1.24,SEBASTIAN,the people mad?
104899,104900,Twelfth Night,10.0,4.1.25,SIR TOBY BELCH,"Hold, sir, or I'll throw your dagger o'er the house."
104900,104901,Twelfth Night,11.0,4.1.26,Clown,This will I tell my lady straight: I would not be
104901,104902,Twelfth Night,11.0,4.1.27,Clown,in some of your coats for two pence.
104902,104903,Twelfth Night,11.0,,Clown,Exit
104903,104904,Twelfth Night,12.0,4.1.28,SIR TOBY BELCH,"Come on, sir, hold."
104904,104905,Twelfth Night,13.0,4.1.29,SIR ANDREW,"Nay, let him alone: I'll go another way to work"
104905,104906,Twelfth Night,13.0,4.1.30,SIR ANDREW,"with him, I'll have an action of battery against"
104906,104907,Twelfth Night,13.0,4.1.31,SIR ANDREW,"him, if there be any law in Illyria: though I"
104907,104908,Twelfth Night,13.0,4.1.32,SIR ANDREW,"struck him first, yet it's no matter for that."
104908,104909,Twelfth Night,14.0,4.1.33,SEBASTIAN,Let go thy hand.
104909,104910,Twelfth Night,15.0,4.1.34,SIR TOBY BELCH,"Come, sir, I will not let you go. Come, my young"
104910,104911,Twelfth Night,15.0,4.1.35,SIR TOBY BELCH,"soldier, put up your iron: you are well fleshed, come on."
104911,104912,Twelfth Night,16.0,4.1.36,SEBASTIAN,I will be free from thee. What wouldst thou now? If
104912,104913,Twelfth Night,16.0,4.1.37,SEBASTIAN,"thou darest tempt me further, draw thy sword."
104913,104914,Twelfth Night,17.0,4.1.38,SIR TOBY BELCH,"What, what? Nay, then I must have an ounce or two"
104914,104915,Twelfth Night,17.0,4.1.39,SIR TOBY BELCH,of this malapert blood from you.
104915,104916,Twelfth Night,17.0,,SIR TOBY BELCH,Enter OLIVIA
104916,104917,Twelfth Night,18.0,4.1.40,OLIVIA,"Hold, Toby, on thy life I charge thee, hold!"
104917,104918,Twelfth Night,19.0,4.1.41,SIR TOBY BELCH,Madam!
104918,104919,Twelfth Night,20.0,4.1.42,OLIVIA,"Will it be ever thus? Ungracious wretch,"
104919,104920,Twelfth Night,20.0,4.1.43,OLIVIA,"Fit for the mountains and the barbarous caves,"
104920,104921,Twelfth Night,20.0,4.1.44,OLIVIA,Where manners ne'er were preach'd! out of my sight!
104921,104922,Twelfth Night,20.0,4.1.45,OLIVIA,"Be not offended, dear Cesario."
104922,104923,Twelfth Night,20.0,4.1.46,OLIVIA,"Rudesby, be gone!"
104923,104924,Twelfth Night,20.0,,OLIVIA,"Exeunt SIR TOBY BELCH, SIR ANDREW, and FABIAN"
104924,104925,Twelfth Night,20.0,4.1.47,OLIVIA,"I prithee, gentle friend,"
104925,104926,Twelfth Night,20.0,4.1.48,OLIVIA,"Let thy fair wisdom, not thy passion, sway"
104926,104927,Twelfth Night,20.0,4.1.49,OLIVIA,In this uncivil and thou unjust extent
104927,104928,Twelfth Night,20.0,4.1.50,OLIVIA,"Against thy peace. Go with me to my house,"
104928,104929,Twelfth Night,20.0,4.1.51,OLIVIA,And hear thou there how many fruitless pranks
104929,104930,Twelfth Night,20.0,4.1.52,OLIVIA,"This ruffian hath botch'd up, that thou thereby"
104930,104931,Twelfth Night,20.0,4.1.53,OLIVIA,Mayst smile at this: thou shalt not choose but go:
104931,104932,Twelfth Night,20.0,4.1.54,OLIVIA,"Do not deny. Beshrew his soul for me,"
104932,104933,Twelfth Night,20.0,4.1.55,OLIVIA,He started one poor heart of mine in thee.
104933,104934,Twelfth Night,21.0,4.1.56,SEBASTIAN,What relish is in this? how runs the stream?
104934,104935,Twelfth Night,21.0,4.1.57,SEBASTIAN,"Or I am mad, or else this is a dream:"
104935,104936,Twelfth Night,21.0,4.1.58,SEBASTIAN,"Let fancy still my sense in Lethe steep,"
104936,104937,Twelfth Night,21.0,4.1.59,SEBASTIAN,"If it be thus to dream, still let me sleep!"
104937,104938,Twelfth Night,22.0,4.1.60,OLIVIA,"Nay, come, I prithee, would thou'ldst be ruled by me!"
104938,104939,Twelfth Night,23.0,4.1.61,SEBASTIAN,"Madam, I will."
104939,104940,Twelfth Night,24.0,4.1.62,OLIVIA,"O, say so, and so be!"
104940,104941,Twelfth Night,24.0,,OLIVIA,Exeunt
104941,104942,Twelfth Night,24.0,,OLIVIA,SCENE II. OLIVIA's house.
104942,104943,Twelfth Night,24.0,,OLIVIA,Enter MARIA and Clown
104943,104944,Twelfth Night,1.0,4.2.1,MARIA,"Nay, I prithee, put on this gown and this beard,"
104944,104945,Twelfth Night,1.0,4.2.2,MARIA,make him believe thou art Sir Topas the curate: do
104945,104946,Twelfth Night,1.0,4.2.3,MARIA,"it quickly, I'll call Sir Toby the whilst."
104946,104947,Twelfth Night,1.0,,MARIA,Exit
104947,104948,Twelfth Night,2.0,4.2.4,Clown,"Well, I'll put it on, and I will dissemble myself"
104948,104949,Twelfth Night,2.0,4.2.5,Clown,"in't, and I would I were the first that ever"
104949,104950,Twelfth Night,2.0,4.2.6,Clown,dissembled in such a gown. I am not tall enough to
104950,104951,Twelfth Night,2.0,4.2.7,Clown,"become the function well, nor lean enough to be"
104951,104952,Twelfth Night,2.0,4.2.8,Clown,"thought a good student, but to be said an honest man"
104952,104953,Twelfth Night,2.0,4.2.9,Clown,and a good housekeeper goes as fairly as to say a
104953,104954,Twelfth Night,2.0,4.2.10,Clown,careful man and a great scholar. The competitors enter.
104954,104955,Twelfth Night,2.0,,Clown,Enter SIR TOBY BELCH and MARIA
104955,104956,Twelfth Night,3.0,4.2.11,SIR TOBY BELCH,"Jove bless thee, master Parson."
104956,104957,Twelfth Night,4.0,4.2.12,Clown,"Bonos dies, Sir Toby: for, as the old hermit of"
104957,104958,Twelfth Night,4.0,4.2.13,Clown,"Prague, that never saw pen and ink, very wittily"
104958,104959,Twelfth Night,4.0,4.2.14,Clown,"said to a niece of King Gorboduc, 'That that is is,'"
104959,104960,Twelfth Night,4.0,4.2.15,Clown,"so I, being Master Parson, am Master Parson, for,"
104960,104961,Twelfth Night,4.0,4.2.16,Clown,"what is 'that' but 'that,' and 'is' but 'is'?"
104961,104962,Twelfth Night,5.0,4.2.17,SIR TOBY BELCH,"To him, Sir Topas."
104962,104963,Twelfth Night,6.0,4.2.18,Clown,"What, ho, I say! peace in this prison!"
104963,104964,Twelfth Night,7.0,4.2.19,SIR TOBY BELCH,"The knave counterfeits well, a good knave."
104964,104965,Twelfth Night,8.0,4.2.20,MALVOLIO,[Within]  Who calls there?
104965,104966,Twelfth Night,9.0,4.2.21,Clown,"Sir Topas the curate, who comes to visit Malvolio"
104966,104967,Twelfth Night,9.0,4.2.22,Clown,the lunatic.
104967,104968,Twelfth Night,10.0,4.2.23,MALVOLIO,"Sir Topas, Sir Topas, good Sir Topas, go to my lady."
104968,104969,Twelfth Night,11.0,4.2.24,Clown,"Out, hyperbolical fiend! how vexest thou this man!"
104969,104970,Twelfth Night,11.0,4.2.25,Clown,talkest thou nothing but of ladies?
104970,104971,Twelfth Night,12.0,4.2.26,SIR TOBY BELCH,"Well said, Master Parson."
104971,104972,Twelfth Night,13.0,4.2.27,MALVOLIO,"Sir Topas, never was man thus wronged: good Sir"
104972,104973,Twelfth Night,13.0,4.2.28,MALVOLIO,"Topas, do not think I am mad: they have laid me"
104973,104974,Twelfth Night,13.0,4.2.29,MALVOLIO,here in hideous darkness.
104974,104975,Twelfth Night,14.0,4.2.30,Clown,"Fie, thou dishonest Satan! I call thee by the most"
104975,104976,Twelfth Night,14.0,4.2.31,Clown,"modest terms, for I am one of those gentle ones"
104976,104977,Twelfth Night,14.0,4.2.32,Clown,that will use the devil himself with courtesy:
104977,104978,Twelfth Night,14.0,4.2.33,Clown,sayest thou that house is dark?
104978,104979,Twelfth Night,15.0,4.2.34,MALVOLIO,"As hell, Sir Topas."
104979,104980,Twelfth Night,16.0,4.2.35,Clown,"Why it hath bay windows transparent as barricadoes,"
104980,104981,Twelfth Night,16.0,4.2.36,Clown,and the clearstores toward the south north are as
104981,104982,Twelfth Night,16.0,4.2.37,Clown,"lustrous as ebony, and yet complainest thou of"
104982,104983,Twelfth Night,16.0,4.2.38,Clown,obstruction?
104983,104984,Twelfth Night,17.0,4.2.39,MALVOLIO,"I am not mad, Sir Topas: I say to you, this house is dark."
104984,104985,Twelfth Night,18.0,4.2.40,Clown,"Madman, thou errest: I say, there is no darkness"
104985,104986,Twelfth Night,18.0,4.2.41,Clown,"but ignorance, in which thou art more puzzled than"
104986,104987,Twelfth Night,18.0,4.2.42,Clown,the Egyptians in their fog.
104987,104988,Twelfth Night,19.0,4.2.43,MALVOLIO,"I say, this house is as dark as ignorance, though"
104988,104989,Twelfth Night,19.0,4.2.44,MALVOLIO,"ignorance were as dark as hell, and I say, there"
104989,104990,Twelfth Night,19.0,4.2.45,MALVOLIO,was never man thus abused. I am no more mad than you
104990,104991,Twelfth Night,19.0,4.2.46,MALVOLIO,are: make the trial of it in any constant question.
104991,104992,Twelfth Night,20.0,4.2.47,Clown,What is the opinion of Pythagoras concerning wild fowl?
104992,104993,Twelfth Night,21.0,4.2.48,MALVOLIO,That the soul of our grandam might haply inhabit a bird.
104993,104994,Twelfth Night,22.0,4.2.49,Clown,What thinkest thou of his opinion?
104994,104995,Twelfth Night,23.0,4.2.50,MALVOLIO,"I think nobly of the soul, and no way approve his opinion."
104995,104996,Twelfth Night,24.0,4.2.51,Clown,Fare thee well. Remain thou still in darkness:
104996,104997,Twelfth Night,24.0,4.2.52,Clown,thou shalt hold the opinion of Pythagoras ere I will
104997,104998,Twelfth Night,24.0,4.2.53,Clown,"allow of thy wits, and fear to kill a woodcock, lest"
104998,104999,Twelfth Night,24.0,4.2.54,Clown,thou dispossess the soul of thy grandam. Fare thee well.
104999,105000,Twelfth Night,25.0,4.2.55,MALVOLIO,"Sir Topas, Sir Topas!"
105000,105001,Twelfth Night,26.0,4.2.56,SIR TOBY BELCH,My most exquisite Sir Topas!
105001,105002,Twelfth Night,27.0,4.2.57,Clown,"Nay, I am for all waters."
105002,105003,Twelfth Night,28.0,4.2.58,MARIA,Thou mightst have done this without thy beard and
105003,105004,Twelfth Night,28.0,4.2.59,MARIA,gown: he sees thee not.
105004,105005,Twelfth Night,29.0,4.2.60,SIR TOBY BELCH,"To him in thine own voice, and bring me word how"
105005,105006,Twelfth Night,29.0,4.2.61,SIR TOBY BELCH,thou findest him: I would we were well rid of this
105006,105007,Twelfth Night,29.0,4.2.62,SIR TOBY BELCH,"knavery. If he may be conveniently delivered, I"
105007,105008,Twelfth Night,29.0,4.2.63,SIR TOBY BELCH,"would he were, for I am now so far in offence with"
105008,105009,Twelfth Night,29.0,4.2.64,SIR TOBY BELCH,my niece that I cannot pursue with any safety this
105009,105010,Twelfth Night,29.0,4.2.65,SIR TOBY BELCH,sport to the upshot. Come by and by to my chamber.
105010,105011,Twelfth Night,29.0,,SIR TOBY BELCH,Exeunt SIR TOBY BELCH and MARIA
105011,105012,Twelfth Night,30.0,4.2.66,Clown,[Singing]
105012,105013,Twelfth Night,30.0,4.2.67,Clown,"'Hey, Robin, jolly Robin,"
105013,105014,Twelfth Night,30.0,4.2.68,Clown,Tell me how thy lady does.'
105014,105015,Twelfth Night,31.0,4.2.69,MALVOLIO,Fool!
105015,105016,Twelfth Night,32.0,4.2.70,Clown,"'My lady is unkind, perdy.'"
105016,105017,Twelfth Night,33.0,4.2.71,MALVOLIO,Fool!
105017,105018,Twelfth Night,34.0,4.2.72,Clown,"'Alas, why is she so?'"
105018,105019,Twelfth Night,35.0,4.2.73,MALVOLIO,"Fool, I say!"
105019,105020,Twelfth Night,36.0,4.2.74,Clown,"'She loves another'--Who calls, ha?"
105020,105021,Twelfth Night,37.0,4.2.75,MALVOLIO,"Good fool, as ever thou wilt deserve well at my"
105021,105022,Twelfth Night,37.0,4.2.76,MALVOLIO,"hand, help me to a candle, and pen, ink and paper:"
105022,105023,Twelfth Night,37.0,4.2.77,MALVOLIO,"as I am a gentleman, I will live to be thankful to"
105023,105024,Twelfth Night,37.0,4.2.78,MALVOLIO,thee for't.
105024,105025,Twelfth Night,38.0,4.2.79,Clown,Master Malvolio?
105025,105026,Twelfth Night,39.0,4.2.80,MALVOLIO,"Ay, good fool."
105026,105027,Twelfth Night,40.0,4.2.81,Clown,"Alas, sir, how fell you besides your five wits?"
105027,105028,Twelfth Night,41.0,4.2.82,MALVOLIO,"Fool, there was never a man so notoriously abused: I"
105028,105029,Twelfth Night,41.0,4.2.83,MALVOLIO,"am as well in my wits, fool, as thou art."
105029,105030,Twelfth Night,42.0,4.2.84,Clown,"But as well? then you are mad indeed, if you be no"
105030,105031,Twelfth Night,42.0,4.2.85,Clown,better in your wits than a fool.
105031,105032,Twelfth Night,43.0,4.2.86,MALVOLIO,"They have here propertied me, keep me in darkness,"
105032,105033,Twelfth Night,43.0,4.2.87,MALVOLIO,"send ministers to me, asses, and do all they can to"
105033,105034,Twelfth Night,43.0,4.2.88,MALVOLIO,face me out of my wits.
105034,105035,Twelfth Night,44.0,4.2.89,Clown,"Advise you what you say, the minister is here."
105035,105036,Twelfth Night,44.0,4.2.90,Clown,"Malvolio, Malvolio, thy wits the heavens restore!"
105036,105037,Twelfth Night,44.0,4.2.91,Clown,"endeavour thyself to sleep, and leave thy vain"
105037,105038,Twelfth Night,44.0,4.2.92,Clown,bibble babble.
105038,105039,Twelfth Night,45.0,4.2.93,MALVOLIO,Sir Topas!
105039,105040,Twelfth Night,46.0,4.2.94,Clown,"Maintain no words with him, good fellow. Who, I,"
105040,105041,Twelfth Night,46.0,4.2.95,Clown,"sir? not I, sir. God be wi' you, good Sir Topas."
105041,105042,Twelfth Night,46.0,4.2.96,Clown,"Merry, amen. I will, sir, I will."
105042,105043,Twelfth Night,47.0,4.2.97,MALVOLIO,"Fool, fool, fool, I say!"
105043,105044,Twelfth Night,48.0,4.2.98,Clown,"Alas, sir, be patient. What say you sir? I am"
105044,105045,Twelfth Night,48.0,4.2.99,Clown,shent for speaking to you.
105045,105046,Twelfth Night,49.0,4.2.100,MALVOLIO,"Good fool, help me to some light and some paper: I"
105046,105047,Twelfth Night,49.0,4.2.101,MALVOLIO,"tell thee, I am as well in my wits as any man in Illyria."
105047,105048,Twelfth Night,50.0,4.2.102,Clown,"Well-a-day that you were, sir"
105048,105049,Twelfth Night,51.0,4.2.103,MALVOLIO,"By this hand, I am. Good fool, some ink, paper and"
105049,105050,Twelfth Night,51.0,4.2.104,MALVOLIO,"light, and convey what I will set down to my lady:"
105050,105051,Twelfth Night,51.0,4.2.105,MALVOLIO,it shall advantage thee more than ever the bearing
105051,105052,Twelfth Night,51.0,4.2.106,MALVOLIO,of letter did.
105052,105053,Twelfth Night,52.0,4.2.107,Clown,"I will help you to't. But tell me true, are you"
105053,105054,Twelfth Night,52.0,4.2.108,Clown,not mad indeed? or do you but counterfeit?
105054,105055,Twelfth Night,53.0,4.2.109,MALVOLIO,"Believe me, I am not, I tell thee true."
105055,105056,Twelfth Night,54.0,4.2.110,Clown,"Nay, I'll ne'er believe a madman till I see his"
105056,105057,Twelfth Night,54.0,4.2.111,Clown,brains. I will fetch you light and paper and ink.
105057,105058,Twelfth Night,55.0,4.2.112,MALVOLIO,"Fool, I'll requite it in the highest degree: I"
105058,105059,Twelfth Night,55.0,4.2.113,MALVOLIO,"prithee, be gone."
105059,105060,Twelfth Night,56.0,4.2.114,Clown,[Singing]
105060,105061,Twelfth Night,56.0,4.2.115,Clown,"I am gone, sir,"
105061,105062,Twelfth Night,56.0,4.2.116,Clown,"And anon, sir,"
105062,105063,Twelfth Night,56.0,4.2.117,Clown,"I'll be with you again,"
105063,105064,Twelfth Night,56.0,4.2.118,Clown,"In a trice,"
105064,105065,Twelfth Night,56.0,4.2.119,Clown,"Like to the old Vice,"
105065,105066,Twelfth Night,56.0,4.2.120,Clown,"Your need to sustain,"
105066,105067,Twelfth Night,56.0,4.2.121,Clown,"Who, with dagger of lath,"
105067,105068,Twelfth Night,56.0,4.2.122,Clown,"In his rage and his wrath,"
105068,105069,Twelfth Night,56.0,4.2.123,Clown,"Cries, ah, ha! to the devil:"
105069,105070,Twelfth Night,56.0,4.2.124,Clown,"Like a mad lad,"
105070,105071,Twelfth Night,56.0,4.2.125,Clown,"Pare thy nails, dad,"
105071,105072,Twelfth Night,56.0,4.2.126,Clown,"Adieu, good man devil."
105072,105073,Twelfth Night,56.0,,Clown,Exit
105073,105074,Twelfth Night,56.0,,Clown,SCENE III. OLIVIA's garden.
105074,105075,Twelfth Night,56.0,,Clown,Enter SEBASTIAN
105075,105076,Twelfth Night,1.0,4.3.1,SEBASTIAN,"This is the air, that is the glorious sun,"
105076,105077,Twelfth Night,1.0,4.3.2,SEBASTIAN,"This pearl she gave me, I do feel't and see't,"
105077,105078,Twelfth Night,1.0,4.3.3,SEBASTIAN,"And though 'tis wonder that enwraps me thus,"
105078,105079,Twelfth Night,1.0,4.3.4,SEBASTIAN,"Yet 'tis not madness. Where's Antonio, then?"
105079,105080,Twelfth Night,1.0,4.3.5,SEBASTIAN,I could not find him at the Elephant:
105080,105081,Twelfth Night,1.0,4.3.6,SEBASTIAN,"Yet there he was, and there I found this credit,"
105081,105082,Twelfth Night,1.0,4.3.7,SEBASTIAN,That he did range the town to seek me out.
105082,105083,Twelfth Night,1.0,4.3.8,SEBASTIAN,"His counsel now might do me golden service,"
105083,105084,Twelfth Night,1.0,4.3.9,SEBASTIAN,"For though my soul disputes well with my sense,"
105084,105085,Twelfth Night,1.0,4.3.10,SEBASTIAN,"That this may be some error, but no madness,"
105085,105086,Twelfth Night,1.0,4.3.11,SEBASTIAN,Yet doth this accident and flood of fortune
105086,105087,Twelfth Night,1.0,4.3.12,SEBASTIAN,"So far exceed all instance, all discourse,"
105087,105088,Twelfth Night,1.0,4.3.13,SEBASTIAN,That I am ready to distrust mine eyes
105088,105089,Twelfth Night,1.0,4.3.14,SEBASTIAN,And wrangle with my reason that persuades me
105089,105090,Twelfth Night,1.0,4.3.15,SEBASTIAN,To any other trust but that I am mad
105090,105091,Twelfth Night,1.0,4.3.16,SEBASTIAN,"Or else the lady's mad, yet, if 'twere so,"
105091,105092,Twelfth Night,1.0,4.3.17,SEBASTIAN,"She could not sway her house, command her followers,"
105092,105093,Twelfth Night,1.0,4.3.18,SEBASTIAN,Take and give back affairs and their dispatch
105093,105094,Twelfth Night,1.0,4.3.19,SEBASTIAN,"With such a smooth, discreet and stable bearing"
105094,105095,Twelfth Night,1.0,4.3.20,SEBASTIAN,As I perceive she does: there's something in't
105095,105096,Twelfth Night,1.0,4.3.21,SEBASTIAN,That is deceiveable. But here the lady comes.
105096,105097,Twelfth Night,1.0,,SEBASTIAN,Enter OLIVIA and Priest
105097,105098,Twelfth Night,2.0,4.3.22,OLIVIA,"Blame not this haste of mine. If you mean well,"
105098,105099,Twelfth Night,2.0,4.3.23,OLIVIA,Now go with me and with this holy man
105099,105100,Twelfth Night,2.0,4.3.24,OLIVIA,"Into the chantry by: there, before him,"
105100,105101,Twelfth Night,2.0,4.3.25,OLIVIA,"And underneath that consecrated roof,"
105101,105102,Twelfth Night,2.0,4.3.26,OLIVIA,"Plight me the full assurance of your faith,"
105102,105103,Twelfth Night,2.0,4.3.27,OLIVIA,That my most jealous and too doubtful soul
105103,105104,Twelfth Night,2.0,4.3.28,OLIVIA,May live at peace. He shall conceal it
105104,105105,Twelfth Night,2.0,4.3.29,OLIVIA,"Whiles you are willing it shall come to note,"
105105,105106,Twelfth Night,2.0,4.3.30,OLIVIA,What time we will our celebration keep
105106,105107,Twelfth Night,2.0,4.3.31,OLIVIA,According to my birth. What do you say?
105107,105108,Twelfth Night,3.0,4.3.32,SEBASTIAN,"I'll follow this good man, and go with you,"
105108,105109,Twelfth Night,3.0,4.3.33,SEBASTIAN,"And, having sworn truth, ever will be true."
105109,105110,Twelfth Night,4.0,4.3.34,OLIVIA,"Then lead the way, good father, and heavens so shine,"
105110,105111,Twelfth Night,4.0,4.3.35,OLIVIA,That they may fairly note this act of mine!
105111,105112,Twelfth Night,4.0,,OLIVIA,Exeunt
105112,105113,Twelfth Night,4.0,,OLIVIA,ACT V
105113,105114,Twelfth Night,4.0,,OLIVIA,SCENE I. Before OLIVIA's house.
105114,105115,Twelfth Night,4.0,,OLIVIA,Enter Clown and FABIAN
105115,105116,Twelfth Night,1.0,5.1.1,FABIAN,"Now, as thou lovest me, let me see his letter."
105116,105117,Twelfth Night,2.0,5.1.2,Clown,"Good Master Fabian, grant me another request."
105117,105118,Twelfth Night,3.0,5.1.3,FABIAN,Any thing.
105118,105119,Twelfth Night,4.0,5.1.4,Clown,Do not desire to see this letter.
105119,105120,Twelfth Night,5.0,5.1.5,FABIAN,"This is, to give a dog, and in recompense desire my"
105120,105121,Twelfth Night,5.0,5.1.6,FABIAN,dog again.
105121,105122,Twelfth Night,5.0,,FABIAN,"Enter DUKE ORSINO, VIOLA, CURIO, and Lords"
105122,105123,Twelfth Night,6.0,5.1.7,DUKE ORSINO,"Belong you to the Lady Olivia, friends?"
105123,105124,Twelfth Night,7.0,5.1.8,Clown,"Ay, sir, we are some of her trappings."
105124,105125,Twelfth Night,8.0,5.1.9,DUKE ORSINO,"I know thee well, how dost thou, my good fellow?"
105125,105126,Twelfth Night,9.0,5.1.10,Clown,"Truly, sir, the better for my foes and the worse"
105126,105127,Twelfth Night,9.0,5.1.11,Clown,for my friends.
105127,105128,Twelfth Night,10.0,5.1.12,DUKE ORSINO,"Just the contrary, the better for thy friends."
105128,105129,Twelfth Night,11.0,5.1.13,Clown,"No, sir, the worse."
105129,105130,Twelfth Night,12.0,5.1.14,DUKE ORSINO,How can that be?
105130,105131,Twelfth Night,13.0,5.1.15,Clown,"Marry, sir, they praise me and make an ass of me,"
105131,105132,Twelfth Night,13.0,5.1.16,Clown,now my foes tell me plainly I am an ass: so that by
